title,price,registration,location,benzin,mileage,power,gefunden
BMW 330e Limousine,34.449 €,EZ 11/2021,89077 Ulm,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",29.400 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,30.899 €,EZ 02/2020,65719 Hofheim,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",75.352 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.770 €,EZ 03/2021,94315 Straubing,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",46.222 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,34.989 €,EZ 02/2021,80687 München,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",60.087 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330 e xDrive Limousine **sofort verfügbar**,836 € monatlich,EZ -/-,95447 Bayreuth,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 38 g CO₂/km (komb.)* ",1 km,ca. 135 kW (184PS),gefunden auf Leasingmarkt
BMW 320 e Lim. *SOFORT VERFÜGBAR*,730 € monatlich,EZ -/-,74321 Bietigheim-Bissingen,"Hybrid, ca. 1,3 l/100 km (komb.)* , ca. 30 g CO₂/km (komb.)* ",1 km,ca. 120 kW (163PS),gefunden auf Leasingmarkt
BMW 330 e Lim AHK LiveCockpitProf / 2J-BPS.GARANTIE,449 € monatlich,EZ -/-,59071 Hamm,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 31 g CO₂/km (komb.)* , A+++",41.992 km,ca. 215 kW (292PS),gefunden auf Leasingmarkt
"BMW 330 e M Sport|0,5% DWbst|UPE 74.520€|inkl. Winterradsatz",908 € monatlich,EZ -/-,49809 Lingen,"Hybrid, ca. 1,6 l/100 km (komb.)* , ca. 35 g CO₂/km (komb.)* ",18.000 km,ca. 215 kW (292PS),gefunden auf Leasingmarkt
BMW 330e e Lim AHK LiveCockpitProf / 2J-BPS.GARANTIE,449 € monatlich,EZ 12/2020,59071 Hamm,"Hybrid, ca. 1,4 l/100 km (komb.)* WLTP, ca. 31 g CO₂/km (komb.)* WLTP",41.992 km,ca. 215 kW (292PS),gefunden auf LeasingTime
BMW 330 e xDrive Limousine M Sportpaket DAB LED Shz,936 € monatlich,EZ -/-,91522 Ansbach,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 39 g CO₂/km (komb.)* , A+++",15.200 km,ca. 215 kW (292PS),gefunden auf Leasingmarkt
BMW 330e e xDrive Limousine M Sportpaket DAB LED Shz,936 € monatlich,EZ 05/2023,91522 Ansbach,"Hybrid, ca. 1,7 l/100 km (komb.)* WLTP, ca. 39 g CO₂/km (komb.)* WLTP",15.200 km,ca. 215 kW (292PS),gefunden auf LeasingTime
"BMW 320 e TOURING M SPORT HIFI PARK ASSIST DRIVING ASSIST LED 18""",735 € monatlich,EZ -/-,55129 Mainz,"Hybrid, ca. 8,0 l/100 km (komb.)* , ca. 43 g CO₂/km (komb.)* , A",12.000 km,ca. 120 kW (163PS),gefunden auf Leasingmarkt
BMW 320e e TOURING M SPORT HIFI PARK ASSIST DRIVING ASSIST LED 18,735 € monatlich,EZ 10/2023,55129 Mainz,"Hybrid, ca. 8,0 l/100 km (komb.)* WLTP, ca. 43 g CO₂/km (komb.)* WLTP",12.000 km,ca. 120 kW (163PS),gefunden auf LeasingTime
BMW 320 e Hybrid sofort verfügbar,575 € monatlich,EZ -/-,97922 Lauda-Königshofen,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* , A+++",1 km,ca. 120 kW (163PS),gefunden auf Leasingmarkt
